£||#||#||———
name||set||set_code||id||type||power||toughness||loyalty||manacost||converted_manacost||artist||flavor||color||generated_mana||number||rarity||rating||ruling||variation||ability||pricing_low||pricing_mid||pricing_high||watermark||print_number||is_original||back_id||number_int||name_CN||name_TW||name_FR||name_DE||name_IT||name_JP||name_PT||name_RU||name_ES||name_KO||type_CN||type_TW||type_FR||type_DE||type_IT||type_JP||type_PT||type_RU||type_ES||type_KO||ability_CN||ability_TW||ability_FR||ability_DE||ability_IT||ability_JP||ability_PT||ability_RU||ability_ES||ability_KO||flavor_CN||flavor_TW||flavor_FR||flavor_DE||flavor_IT||flavor_JP||flavor_PT||flavor_RU||flavor_ES||flavor_KO||color_identity||fully_handled||custom_sort||legality_Block||legality_Standard||legality_Modern||legality_Legacy||legality_Vintage||legality_Highlander||legality_French_Commander||legality_Tiny_Leaders_Commander||legality_Leviathan_Commander||legality_Commander||legality_Peasant||legality_Pauper||
Torment of Venom||Hour of Devastation||HOU||430768||Instant||||||||{2}{B}{B}||4||Johann Bodin||#The Scorpion God's sting sends venom strong enough to poison blood, bone, and spirit.#||B||||79||C||5||£6/27/2017 : If the target creature is an illegal target by the time Torment of Venom resolves, the entire spell is countered. The creature’s controller won’t be tormented.£6/27/2017 : Because state-based actions aren’t performed while Torment of Venom is resolving, the target creature is still on the battlefield while its controller is tormented. If that creature has an Aura attached to it, that Aura can be sacrificed.£6/27/2017 : While resolving Torment of Venom, the creature’s controller chooses a card to be discarded without revealing it, chooses a nonland permanent to be sacrificed, or chooses to do neither. Then that player discards that card, sacrifices that permanent, or loses 3 life. That player can always choose to lose 3 life, even if he or she has cards to discard or nonland permanents to sacrifice.||||Put three -1/-1 counters on target creature. Its controller loses 3 life unless he or she sacrifices another nonland permanent or discards a card.||||||||||||||||79||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||B||True||||||||||||||||||||||||||||
Tragic Lesson||Hour of Devastation||HOU||430740||Instant||||||||{2}{U}||3||Joseph Meehan||#Though Kefnet's followers feverishly searched his last words for some final riddle, they found only the gurgles of a dying god.#||U||||51||C||5||£6/27/2017 : You don’t choose which land to return to its owner’s hand or whether to discard a card instead until you see the two cards you draw.||||Draw two cards. Then discard a card unless you return a land you control to its owner's hand.||||||||||||||||51||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||U||True||||||||||||||||||||||||||||
Traveler's Amulet||Hour of Devastation||HOU||430856||Artifact||||||||{1}||1||Marco Nelor||#"Why wander in search of a new home when the path is laid out before you?"£—Pytamun, former Nef-crop initiate#||A||||167||C||5||||||{1}, Sacrifice Traveler's Amulet: Search your library for a basic land card, reveal it, and put it into your hand. Then shuffle your library.||||||||||||||||167||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||True||||||||||||||||||||||||||||
Uncage the Menagerie||Hour of Devastation||HOU||430826||Sorcery||||||||{X}{G}{G}||2||Simon Dominic||#The destruction of Rhonas's monument released his collection upon the city.#||G||||137||M||5||£6/27/2017 : If you cast Uncage the Menagerie with X as 0, you’ll search your library and shuffle it, but you won’t be able to find any cards.£6/27/2017 : For cards in your library with {X} in their mana costs, X is considered to be 0.||||Search your library for up to X creature cards with different names that each have converted mana cost X, reveal them, put them into your hand, then shuffle your library.||||||||||||||||137||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||G||True||||||||||||||||||||||||||||
Unconventional Tactics||Hour of Devastation||HOU||430716||Sorcery||||||||{2}{W}||3||Jason Felix||||W||||27||U||5||||||Target creature gets +3/+3 and gains flying until end of turn.£Whenever a Zombie enters the battlefield under your control, you may pay {W}. If you do, return Unconventional Tactics from your graveyard to your hand.||||||||||||||||27||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||W||True||||||||||||||||||||||||||||
Unesh, Criosphinx Sovereign||Hour of Devastation||HOU||430741||Legendary Creature — Sphinx||4||4||||{4}{U}{U}||6||Adrian Majkrzak||||U||||52||M||5||£6/27/2017 : To determine the total cost of a Sphinx spell, start with the mana cost or alternative cost you’re paying, add any cost increases, then apply any cost reductions. The converted mana cost of the creature remains unchanged, no matter what the total cost to cast it was.£6/27/2017 : Unesh’s cost-reduction ability doesn’t reduce the cost to cast itself.£6/27/2017 : You (not your opponent) choose which pile to put into your hand and which to put into your graveyard.£6/27/2017 : A pile can have no cards in it. In this case, you’ll choose whether to put all the revealed cards into your hand or into your graveyard.£6/27/2017 : In multiplayer games, you choose an opponent to separate the cards when the ability resolves. This doesn’t target that opponent. Because the cards are revealed, all players may see the cards and offer opinions.||||Flying£Sphinx spells you cast cost {2} less to cast.£Whenever Unesh, Criosphinx Sovereign or another Sphinx enters the battlefield under your control, reveal the top four cards of your library. An opponent separates those cards into two piles. Put one pile into your hand and the other into your graveyard.||||||||||||||||52||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||U||True||||||||||||||||||||||||||||
Unquenchable Thirst||Hour of Devastation||HOU||430742||Enchantment — Aura||||||||{1}{U}||2||Jeremy Wilson||||U||||53||C||5||£6/27/2017 : If an ability checks whether you control a Desert or there is a Desert card in your graveyard, having more than one doesn’t matter. Controlling one is the same as controlling five. There is also no extra bonus for both controlling one and having one in your graveyard.£6/27/2017 : For abilities that trigger only if you control a Desert or there is a Desert card in your graveyard, one condition must be true as the ability triggers and one must be true as the ability resolves. They don’t have to be the same condition, though. For example, you could sacrifice your only Desert after the ability triggers but before it has resolved.||||Enchant creature£When Unquenchable Thirst enters the battlefield, if you control a Desert or there is a Desert card in your graveyard, tap enchanted creature.£Enchanted creature doesn't untap during its controller's untap step.||||||||||||||||53||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||U||True||||||||||||||||||||||||||||
Unraveling Mummy||Hour of Devastation||HOU||430836||Creature — Zombie||2||3||||{1}{W}{B}||3||Tomasz Jedruszek||#"We are no longer in control." £—Elekh, vizier of embalming#||WB (O)||||147||U||5||£6/27/2017 : Unraveling Mummy’s abilities can target itself while it’s attacking.£6/27/2017 : The target Zombie will still have lifelink or deathtouch even after combat when it stops being an attacking creature.£6/27/2017 : Multiple instances of lifelink and deathtouch are redundant.||||{1}{W}: Target attacking Zombie gains lifelink until end of turn.£{1}{B}: Target attacking Zombie gains deathtouch until end of turn.||||||||||||||||147||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||WB||True||||||||||||||||||||||||||||
Unsummon||Hour of Devastation||HOU||430743||Instant||||||||{U}||1||Nils Hamm||#Skills mastered by initiates are preserved within cartouches, so Eternals remain adept at their preferred combat styles.#||U||||54||C||5||||||Return target creature to its owner's hand.||||||||||||||||54||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||U||True||||||||||||||||||||||||||||
Vile Manifestation||Hour of Devastation||HOU||430769||Creature — Horror||0||4||||{1}{B}||2||Jason Felix||#The glyphs writhed and twisted, spewing out dark, vengeful magic.#||B||||80||U||5||£6/27/2017 : Vile Manifestation’s first ability counts only the cards with cycling abilities in your graveyard. It doesn’t care whether or not they were cycled to get there.£6/27/2017 : Vile Manifestation’s first ability applies only while it’s on the battlefield. In all other zones, its power is 0.£6/27/2017 : Certain older cards have variants of cycling, such as basic landcycling or Wizardcycling. Vile Manifestation’s effect counts these cards.||||Vile Manifestation gets +1/+0 for each card with cycling in your graveyard.£Cycling {2} #({2}, Discard this card: Draw a card.)#||||||||||||||||80||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||B||True||||||||||||||||||||||||||||
Visage of Bolas||Hour of Devastation||HOU||432887||Artifact||||||||{4}||4||Titus Lunter||||A||{U}{B}{R}||208||R||5||||||When Visage of Bolas enters the battlefield, you may search your library and/or graveyard for a card named Nicol Bolas, the Deceiver, reveal it, and put it into your hand. If you search your library this way, shuffle it.£{T}: Add {U}, {B}, or {R} to your mana pool.||||||||||||||||208||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||UBR||True||||||||||||||||||||||||||||
Vizier of the Anointed||Hour of Devastation||HOU||430744||Creature — Human Cleric||2||4||||{3}{U}||4||Jakub Kasper||||U||||55||U||5||£6/27/2017 : If you activate an eternalize or embalm ability, you’ll draw a card before that ability resolves, but after you’ve paid all of the costs for that ability. If an eternalize ability requires a discard to activate, you’ll need to have another card available to discard.||||When Vizier of the Anointed enters the battlefield, you may search your library for a creature card with eternalize or embalm, put that card into your graveyard, then shuffle your library.£Whenever you activate an eternalize or embalm ability, draw a card.||||||||||||||||55||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||U||True||||||||||||||||||||||||||||
Vizier of the True||Hour of Devastation||HOU||430717||Creature — Human Cleric||3||2||||{3}{W}||4||Ryan Alexander Lee||#Outnumbered, but not outmatched.#||W||||28||U||5||£4/18/2017 : You can’t exert a creature unless an effect allows you to do so. Similar effects that “tap and freeze” a creature (such as that of Decision Paralysis) don’t exert that creature.£4/18/2017 : If an exerted creature is already untapped during your next untap step (most likely because it had vigilance or an effect untapped it), exert’s effect preventing it from untapping expires without having done anything.£4/18/2017 : If you gain control of another player’s creature until end of turn and exert it, it will untap during that player’s untap step.£4/18/2017 : If a creature has a targeted triggered ability that triggers when you exert it, you can exert it even if there isn’t a legal target for that triggered ability.£4/18/2017 : Some cards have abilities that trigger whenever you exert any creature. These abilities trigger when you exert that creature or any other creature you control.£4/18/2017 : All cards in the Amonkhet set that let you exert a creature let you do so as you declare it as an attacking creature, as do some of the cards in the Hour of Devastation set. You can’t do so later in combat, and creatures put onto the battlefield attacking can’t be exerted. Any abilities that trigger on exerting an attacking creature will resolve before blockers are declared.||||You may exert Vizier of the True as it attacks. #(It won't untap during your next untap step.)#£Whenever you exert a creature, tap target creature an opponent controls.||||||||||||||||28||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||W||True||||||||||||||||||||||||||||
